name,slug,species,description,genetic_cultivation_description,references,hero_image_attribution,lab_data_attribution,thc_min,thc_max,cbd_min,cbd_max,featured_position,featured,avatar_image_url,hero_image_url,aliases,effects,flavors,effects_cleaned,flavors_cleaned,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted
Lemon Diesel,lemon-diesel,hybrid,"Lemon Diesel, also called Lemon Sour Diesel, roared to life when Northern California’s Emerald Triangle crossed an OG (Pakistani x Lemon Thai x Chemdawg #4, aka Lost Coast OG) with its own California Sour. The genetics combined to create a flavor-laden strain with about 15-20% THC, according to Amsterdam Seeds.
 
Lemon Diesel grows to an average-to-tall height and has a long flowering period. It can be grown indoors or outdoors, though it is susceptible to aphids. Sea of Green (SoG) and Screen of Green (ScrOG) training methods work well for this heavy producer that really fills out late in the growing period. Rhino Seeds says Lemon Diesel tends to produce physical relaxation.",,Emerald Triangle Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/781/avatar/original/1567191063-171208_4664_LemonDiesel_1.jpg,https://images.weedmaps.com/strains/000/000/781/hero/original/1567191063-171208_4664_LemonDiesel_1.jpg,['Lemon Sour Diesel'],"[{'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}]","[{'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}]","['Happy', 'Focused', 'Creative']","['Blueberry', 'Citrus', 'Diesel']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Lemon Drop,lemon-drop,hybrid,"On the strain circuit for over a decade, Lemon Drop is a sativa-leaning hybrid with an unknown past, as its parents and genetics largely remain a mystery. Packed with a citrusy, slightly sour aroma, it’s easy to see how Lemon Drop got its name despite its obscure origins. Known for its enticing scent and candy-like sweetness, Lemon Drop is typically recommended to consumers who are looking for an energizing and euphoric buzz. 

Although the information on this strain is rather limited, some cultivators have reported that Lemon Drop grows relatively tall in a vigorous manner, but produces only medium-sized yields. Sources recommend using the Screen of Green (SCROG) method and to grow the plants using soil or hydro mediums either indoors or in a sub-tropical outdoor environment. During the curing process, the buds usually take on a light green appearance with a smattering of orange hairs. ",,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/562/avatar/original/1564000514-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/562/hero/original/1564000514-Strain_Flower-Hybrid_v5__1_.jpg,[],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': 'd81a933b-fce8-4b97-b393-13c95de15a7e', 'type': 'tag', 'name': 'Aroused'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}]","['Euphoric', 'Focused', 'Aroused']","['Earthy', 'Lemon', 'Citrus']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Lemon Haze,lemon-haze,hybrid,"Lemon Haze is an aromatic combination of Silver Haze and Lemon Skunk, named after its distinct citrusy aroma and flavor profile. While several breeders claim they originally created  this strain and sell seeds online, Lemon Haze consistently appears to feature larger-sized buds with fluffy green chunks and vibrant orange stigma hairs.

Lemon Haze flourishes in warmer, semi-humid climates, whether that climate is simulated indoors or in natural sunlight. The plant reaches full maturity during an eight-to-nine-week flowering cycle indoors and is ready for outdoor harvest in early October if grown in the Northern Hemisphere or April if grown in the Southern Hemisphere.",,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/140/avatar/original/1569272198-171228_33422_LemonHaze_SAF_1.jpg,https://images.weedmaps.com/strains/000/000/140/hero/original/1569272198-171228_33422_LemonHaze_SAF_1.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '532eb8d6-ccfa-4ca8-95f4-4b9386ee9575', 'type': 'tag', 'name': 'Hungry'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': 'a78b0d11-a0e3-4039-8ce6-7771e5ebba62', 'type': 'tag', 'name': 'Lime'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Relaxed', 'Hungry', 'Sleepy']","['Lemon', 'Lime', 'Flowery']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Lemon Kush,lemon-kush,hybrid,"Lemon Kush is a citrus-scented cannabis strain with unknown genetic origins. Breeders often claim Master Kush and Lemon Joy are the cultivar’s parents. However, the breeders at Alien Genetics bred their own Lemon Kush strain by crossing Lemon G (also called Lemon G13) with a landrace Afghani Kush. Regardless of its heritage, Lemon Kush features a high limonene terpene content and THC levels that often test in the 20% range.

Growers can expect Lemon Kush to flower in nine to 10 weeks indoors. Lemon Kush reaches heights of up to 6 feet, or 1.8 meters, with little effort. It flourishes in Mediterranean climates, making it an easy strain for beginner growers to work with. ",,Alien Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/141/avatar/original/1562701871-180223F_45730_LemonKush_1.jpg,https://images.weedmaps.com/strains/000/000/141/hero/original/1582739000-Lemon-Kush_DL.jpg,[],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '532eb8d6-ccfa-4ca8-95f4-4b9386ee9575', 'type': 'tag', 'name': 'Hungry'}]","[{'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': 'b9e78796-d17d-4c13-b834-7159b081244c', 'type': 'tag', 'name': 'Spicy/Herbal'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}]","['Euphoric', 'Happy', 'Hungry']","['Lemon', 'Spicy/Herbal', 'Citrus']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Lemon Meringue,lemon-meringue,hybrid,"Exotic Genetix created Lemon Meringue by crossing a Lemon Skunk female and Cookies & Cream male. The resulting sativa-leaning strain reportedly has a sweet, lemon dessert-like flavor profile just like its name suggests. According to the online cannabis seed retailer Seeds Here Now, the breeder has retired the strain and it is not readily available in seed or clone form. 

Lemon Meringue is said to grow tall and lanky, sprouting high yields of stacked, towering colas in an  eight-to-nine-week flowering period. ",,Exotic Genetix,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/879/avatar/original/1568153155-20180128_48822_F_LemonMeringueOrganicLimited_S_TVB_1.jpg,https://images.weedmaps.com/strains/000/000/879/hero/original/1568153155-20180128_48822_F_LemonMeringueOrganicLimited_S_TVB_1.jpg,[],"[{'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}, {'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}]","[{'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Happy', 'Uplifted', 'Energetic']","['Citrus', 'Diesel', 'Flowery']",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Lemon OG,lemon-og,hybrid,"Lemon OG is an Indica-dominant hybrid from Apothecary Genetics in Northern California with a flowering time between 56 and 63 days.

Lemon OG is a cross between Lemon and OG that offers a “heavy high” and a taste with sweet lemon and pine.",,Apothecary Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/464/avatar/original/1561484305-171008_42609_LemonOG_1.jpg,https://images.weedmaps.com/strains/000/000/464/hero/original/1561484305-171008_42609_LemonOG_1.jpg,[],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}]","[{'id': 'd243ee93-f3c7-4a3f-8e97-e1118bc88192', 'type': 'tag', 'name': 'Skunk'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': 'ae83cca8-173f-4c2e-8739-5781e1f45847', 'type': 'tag', 'name': 'Pungent'}]","['Euphoric', 'Happy', 'Creative']","['Skunk', 'Lemon', 'Pungent']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Lemon Pound Cake,lemon-pound-cake,sativa,"Known by many names, including Lemon Cake and Lemon Cheesecake, Lemon Pound Cake by Heavyweight Genetics is a combination of Lemon Skunk and Cheese. Those who wish to grow Lemon Pound Cake can expect an approximately nine-week flowering time and heavy outdoor yields.",,Heavyweight Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,"['Lemon Cake', 'Lemon Cheesecake']","[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}]","['Relaxed', 'Creative', 'Sleepy']","['Earthy', 'Lemon', 'Citrus']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Lemon Skunk,lemon-skunk,hybrid,"Lemon Skunk -- a hybrid from Amsterdam’s DNA Genetics -- originates from the legendary Skunk #1 — a ubiquitous strain in the cannabis world since its commercial debut in 1985. 

To create this uniquely sweet and tasty Skunk hybrid, the seed bank crossed two different Skunk #1 phenotypes. The male, a prized Skunk frequently used for breeding purposes, came from Netherlands breeder Eddie, while the female was a citrusy Skunk phenotype from Lemon Man in Las Vegas. 

The end result, Lemon Skunk, was named in High Times’ Top 10 Strains of the year in 2009. It also took 1st Indoor Hydro at Spannabis Cup 2008, 1st Outdoor at Highlife Cup in 2007 and 2nd place at IC420 Breeders Cup in 2008. 

Lemon Skunk grows short with light green leaves, thick orange hairs, and dense, compact flowers. To get the fullness of Lemon Skunk’s sweet citrus flavor and aroma, the seed bank recommends harvesting after 50-56 days of flowering. 

Currently, DNA Genetics offers only feminized Lemon Skunk seeds. 
",,DNA Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/142/avatar/original/1548300772-180216_49665_LemonSkunk_1.jpg,https://images.weedmaps.com/strains/000/000/142/hero/original/1585166632-Lemon_Skunk_Strains_BB.png,[],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}]","[{'id': 'd243ee93-f3c7-4a3f-8e97-e1118bc88192', 'type': 'tag', 'name': 'Skunk'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Euphoric', 'Happy', 'Energetic']","['Skunk', 'Lemon', 'Flowery']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Lemon Tree,lemon-tree,hybrid,"A cross between Lemon Skunk and Sour Diesel, Lemon Tree is an indica-leaning hybrid that has been popularized by a number of West Coast growers, including Creekside, which won second place for best hybrid at the 2014 High Times Cannabis Cup in Seattle for its Lemon Tree strain. Known to have an aroma of citrus with diesel, Lemon Tree bears a sweet and sour scent and tropical taste of that make it such an enticing option for many stoners.    

This strain is reported to grow dense, light-green buds covered with sticky trichomes and amber-colored stigmas. Said to grow medium-to-tall in stature, Lemon Tree has a flowering time of about eight weeks, producing relatively high yields. According to the seed bank Medicine Man Seeds, which sells feminized Lemon Tree seeds, this strain can produce THC levels between 17% and 25%. It reportedly leaves users with a feeling of relaxation and euphoria, oftentimes described as producing a clear-headed high. 

According to lab test results from Cannalysis, one sample of Lemon Tree grown by THC Design had 21.91% total THC, along with a terpene profile that primarily consisted of myrcene, limonene, and alpha-pinene.",,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/685/avatar/original/1565385716-180607_NeutronGenetics_Lemontree_01.jpg,https://images.weedmaps.com/strains/000/000/685/hero/original/1583292897-Lemon_Tree.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}]","['Relaxed', 'Happy', 'Energetic']","['Earthy', 'Lemon', 'Diesel']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Limoncello,limoncello,hybrid,"Limoncello is a sativa strain that’s only known parent is Lemon Ice. Its flavors can be described as citrusy, fruity, pungent, and sweet. Users have documented that this high starts in the head and makes its way down through the body. It won the HighTimes Cannabis Cup in both 2008 and 2009.",Plants tend to be along the taller size with a flowering time of anywhere from 63-70. The average yield is high. Limoncello can be grown both indoors and outdoors.,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '8769e57c-6dac-42a8-9a67-36cca36cc0dc', 'type': 'tag', 'name': 'Giggly'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': '5a360f3b-c4df-44a7-a34e-fd7b7f69253b', 'type': 'tag', 'name': 'Orange'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}]","['Happy', 'Giggly', 'Sleepy']","['Lemon', 'Orange', 'Citrus']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
London Pound Cake,london-pound-cake,hybrid,"An indica-dominant hybrid from the breeders at California-based Cookies Fam Genetics, London Pound Cake is a cross between Sunset Sherbet and an unknown hybrid strain (the breeders have kept the strain's true lineage under wraps). With a THC content of nearly 30 percent, this potent strain is definitely for more seasoned cannabis consumers—but for the experienced smoker, this strain not only smells and tastes great, with hints of berry, lemon, and pine, but also produces a unique high, with immediate cerebral effects followed by a more relaxing (and sometimes sleepiness-inducing)body high.","A lot of things about this strain are a bit of a mystery—and that includes information on growing. Available grow information is scarce online, but from what we can tell, flowering time is around 60 days—and you can expect dense nugs with threads of orange hairs and frosty, amber-colored trichomes.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}]","['Euphoric', 'Focused', 'Creative']","['Berry', 'Citrus', 'Diesel']",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Louis XIII,louis-xiii,hybrid,"Also known as King Louis XIII, the strain is named for its royal caliber of THC, reportedly  20-to-28 percent based on weight. 

Growers report the strain comes from a rare cut of the Los Angeles-based OG Kush that was specially bred for higher potency. The cultivar features unmistakable OG characteristics -- a powerful diesel and skunk aroma, and sticky buds littered with trichomes.

The strain thrives in both indoor and outdoor gardens, flowering in 60 days, or in late September, respectively. Novice growers may find Louis XIII difficult to handle, as it requires drier climates and plenty of attention to produce larger yields.",,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/143/avatar/original/1561411542-180125_18890_LouisXIII_1.jpg,https://images.weedmaps.com/strains/000/000/143/hero/original/1561411542-180125_18890_LouisXIII_1.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': 'd243ee93-f3c7-4a3f-8e97-e1118bc88192', 'type': 'tag', 'name': 'Skunk'}, {'id': 'cb4aa1bb-d8a1-413e-b083-08addbd0a631', 'type': 'tag', 'name': 'Pine'}]","['Relaxed', 'Focused', 'Sleepy']","['Earthy', 'Skunk', 'Pine']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
LSD,lsd,hybrid,"LSD is an Indica-dominant cross between Skunk #1 and an Afghani landrace from Amsterdam-based Barney’s Farm. 

The strain was named by seed bank breeders for its powerful, cerebral, psychotropic high. Winner of 3rd Indica at the High Times Cannabis Cup in 2008, LSD is a hardy, mold- and disease-resistant plant that grows well in both indoor and outdoor environments. The seed bank reports the strain offers high yields of potent buds during a 60-65 day flowering period. Users can expect a musky, earthy, floral scent, and a citrusy chestnut aroma. 

Feminized seeds are available from Barney’s Farm. ",,Barney's Farm,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/144/avatar/original/1548876751-180226F_40749_LSD_1__1_.jpg,https://images.weedmaps.com/strains/000/000/144/hero/original/1581016706-LSD.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}]","[{'id': 'd243ee93-f3c7-4a3f-8e97-e1118bc88192', 'type': 'tag', 'name': 'Skunk'}, {'id': 'a78b0d11-a0e3-4039-8ce6-7771e5ebba62', 'type': 'tag', 'name': 'Lime'}, {'id': '12fa7d6c-9b64-4e6d-858b-1ccdd7a1444a', 'type': 'tag', 'name': 'Mango'}]","['Relaxed', 'Euphoric', 'Uplifted']","['Skunk', 'Lime', 'Mango']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Lucinda Williams,lucinda-williams,hybrid,"Lucinda Williams got its name from the American country rock musician and it’s the love child of the Indica William’s Wonder strain and the sativa-dominant Cinderella 99, though there are sources that claim it’s the result of combining Cinderella 99 and The White. Despite the haziness surrounding its parent strains, one thing is consistent in all stories—it was created by Denver’s very own Kind Meds. Lucinda Williams offers a THC content that hovers between 24% and 29% and flavor notes that will have you thinking of berries and menthol. Miss Williams is perfect for anyone looking for a relaxing evening with a kick of energy.",This strain has a dense bud structure where tones of green are peppered with red pistils. Growers can expect a flowering time of nine weeks.,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}, {'id': '8769e57c-6dac-42a8-9a67-36cca36cc0dc', 'type': 'tag', 'name': 'Giggly'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '48938613-7e33-48ce-860d-a4edc7168fdf', 'type': 'tag', 'name': 'Woody'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}]","['Happy', 'Uplifted', 'Giggly']","['Earthy', 'Woody', 'Pepper']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
MAC,mac,hybrid,"The MAC, aka Miracle Alien Cookies, strain was first propagated when a breeder named Capulator crossed an F2 Alien Cookies with a hybrid that includes a Colombian landrace and Starfighter. He called this resulting strain Miracle 15.

The Indica-leaning MAC’s flowers are noticeably dense and are known for producing resinous buds with frosty trichomes and dark purple hues.
 
MAC plants grow in a slender Indica profile and quickly form a structure that is solid enough to support the strain’s large colas. Regardless where you cultivate this strain, its flowering cycle takes approximately 9-10 weeks.",,Capulator ,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/145/avatar/original/1562621861-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/145/hero/original/1581016783-Mac.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': 'd81a933b-fce8-4b97-b393-13c95de15a7e', 'type': 'tag', 'name': 'Aroused'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}]","['Relaxed', 'Euphoric', 'Aroused']","['Earthy', 'Citrus', 'Diesel']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
